Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Same Day,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0,25.1496
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,32.4,5,0,15.552
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,102.438,1,0.3,-13.1706
Standard Class,Home Office,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,7.38,5,0.7,-5.412
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,68.541,11,0.7,-52.5481
Second Class,Corporate,United States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,0.4,-734.5264
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Technology,Phones,333.576,3,0.2,25.0182
Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,39.66,2,0,11.898
Second Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Paper,219.84,5,0.2,79.692
Second Class,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Furnishings,42.85,5,0,15.426
Standard Class,Home Office,United States,Charlottesville,Virginia,22901,South,Furniture,Furnishings,67.96,4,0,12.2328
Second Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Storage,10.9,1,0,2.834
First Class,Home Office,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,3.6,2,0,1.728
Second Class,Home Office,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,477.51,11,0,219.6546
Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,164.88,3,0,80.7912
Standard Class,Home Office,United States,Franklin,Wisconsin,53132,Central,Technology,Accessories,47.97,3,0,14.8707
Standard Class,Consumer,United States,Wilson,North Carolina,27893,South,Furniture,Furnishings,163.136,4,0.2,20.392
Standard Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Technology,Phones,519.68,7,0.2,58.464
Standard Class,Consumer,United States,Rio Rancho,New Mexico,87124,West,Furniture,Chairs,883.84,4,0.2,99.432
First Class,Corporate,United States,Stockton,California,95207,West,Office Supplies,Binders,273.92,8,0.2,99.296
Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,266.352,6,0.6,-292.9872
Standard Class,Home Office,United States,Hot Springs,Arkansas,71901,South,Office Supplies,Fasteners,30,6,0,14.4
First Class,Consumer,United States,Goldsboro,North Carolina,27534,South,Office Supplies,Appliances,34.944,3,0.2,3.0576
Second Class,Consumer,United States,Nashua,New Hampshire,3060,East,Office Supplies,Fasteners,14.82,6,0,6.9654
First Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,6.129,3,0.7,-4.4946
Standard Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Labels,11.696,2,0.2,3.9474
Standard Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,35.88,6,0,16.146
Second Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Accessories,479.952,6,0.2,107.9892
Second Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,121.96,2,0,20.7332
Second Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Art,140.736,4,0.2,12.3144
First Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,8.32,5,0.2,2.808
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,9.98,1,0,2.7944
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,62.94,3,0,30.2112
First Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,99.98,2,0,34.993
First Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,9.96,2,0,4.8804
Standard Class,Corporate,United States,Everett,Washington,98208,West,Office Supplies,Binders,3.856,1,0.2,1.3978
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688
Standard Class,Corporate,United States,Montebello,California,90640,West,Technology,Accessories,27.88,2,0,3.9032
Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Labels,152.65,5,0,70.219
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,14.832,3,0.7,-10.3824
Standard Class,Home Office,United States,El Cajon,California,92020,West,Furniture,Chairs,478.48,2,0.2,47.848
First Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,62.04,4,0,17.3712
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,10.78,5,0.8,-17.248
Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,10.782,3,0.7,-7.9068
Same Day,Corporate,United States,Huntington Beach,California,92646,West,Technology,Copiers,2399.96,5,0.2,839.986
Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0,19.8144
Standard Class,Corporate,United States,North Charleston,South Carolina,29406,South,Furniture,Furnishings,14.76,2,0,4.2804
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Technology,Phones,55.984,2,0.2,4.1988
Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,356.79,7,0,99.9012
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0,240.8595
Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,95.976,3,0.2,-10.7973
Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,36.544,2,0.2,11.8768
Standard Class,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,2.48,2,0,1.1656
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,221.024,2,0.2,-55.256
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0,2.106
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0,17.994
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584
Standard Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,31.08,4,0,8.3916
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0,62.532
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232
Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0,15.594
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.997
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0,1.6896
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0,23.808
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.802
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Technology,Accessories,113.52,4,0,46.5432
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,88.768,2,0.2,31.0688
Standard Class,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0,2.4059
Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Envelopes,247.84,8,0,121.4416
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,69.52,2,0,17.38
First Class,Corporate,United States,Athens,Georgia,30605,South,Office Supplies,Art,12.78,3,0,5.2398
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0,175.5156
Same Day,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,756.8,5,0,75.68
Standard Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048
Standard Class,Consumer,United States,Camarillo,California,93010,West,Office Supplies,Labels,14.73,3,0,7.2177
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,66.36,7,0,26.544
Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,9.216,4,0.2,3.3408
Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,68.52,3,0,31.5192
Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0,4.116
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19
Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495
Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26
Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72,4,0,12.96
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,19.608,3,0.2,6.6177
Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,111,2,0,14.43
Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,111.79,7,0,43.5981
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.608,2,0.2,1.6704
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0,74.8142
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0,13.132
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0,148.1064
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0,3.72
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0,449.985
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0,5.751
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0,0.868
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0,14.651
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0,11.68
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.352,3,0.2,-13.3176
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0,9.735
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0,112.788
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0,735.0336
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0,4.293
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0,8.7138
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0,11.0544
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.632,6,0.2,28.4928
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5,0.2,113.3055
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6,0.7,-938.28
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4,0,5.4768
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,80.96,4,0,29.1456
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.7,-53.7432
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4,0,10.3936
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6,0,19.2384
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0,41.2938
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.732,1,0.1,41.496
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3,0,50.3832
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.68,2,0,4.2048
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,431.976,3,0.2,-75.5958
First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232,4,0.2,5.5216
Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,35.12,2,0.2,13.17
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2,0,3.7412
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6,0,0.3024
Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,43.6,4,0,12.208
First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,17.52,3,0,5.256
Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,1039.728,2,0.2,90.9762
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,10.98,1,0,2.9646
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2,0.2,3.9592
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5,0,15.876
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Phones,307.168,4,0.2,30.7168
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,12,4,0.2,4.2
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,113.22,3,0,29.4372
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0,160.0398
Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,90.882,1,0.1,15.147
Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,2.132
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3,0,2.8764
Standard Class,Consumer,United States,Pharr,Texas,78577,Central,Furniture,Tables,124.404,4,0.3,-21.3264
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.7,-12.352
Second Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,166.44,3,0,79.8912
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Labels,6.16,2,0,2.9568
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,11.2752
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,242.176,4,0.6,-302.72
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6,0.2,1.0008
Standard Class,Consumer,United States,Davis,California,95616,West,Office Supplies,Paper,32.4,5,0,15.552
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Binders,82.4,5,0,40.376
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,Tables,268.704,3,0.2,6.7176
Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,30.344,2,0.6,-31.8612
Second Class,Home Office,United States,Garland,Texas,75043,Central,Office Supplies,Art,30.384,1,0.2,3.798
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Technology,Phones,383.96,5,0.2,38.396
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Envelopes,23.36,2,0,11.68
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Chairs,435.168,4,0.2,-59.8356
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Storage,81.36,5,0.2,-19.323
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,90.882,3,0.7,-190.8522
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Office Supplies,Appliances,81.92,4,0,22.1184
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,25.2,4,0,11.592
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.7,-26.624
Standard Class,Consumer,United States,Dubuque,Iowa,52001,Central,Technology,Phones,263.96,4,0,76.5484
First Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,125.944,7,0.2,15.743
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,12.8928
Second Class,Corporate,United States,Modesto,California,95351,West,Technology,Phones,52.792,1,0.2,4.6193
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Appliances,83.9,10,0,20.975
First Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,37.68,6,0,16.956
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.88,4,0,24.9132
Second Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,295.056,9,0.2,106.9578
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0,9.3228
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0,18.33
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.1808
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.25,5,0,34.2925
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.3,-17.745
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.64,5,0.2,2.322
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0,7.9896
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0,15.0984
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0,155.727
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0,9.8784
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0,5.0196
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0,87.89
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0,449.991
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0,9.3312
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.2336
Second Class,Corporate,United States,Santa Barbara,California,93101,West,Office Supplies,Paper,8.96,2,0,4.3904
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0,7.4376
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0,9.7119
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0,180.7659
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,4.8392
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0,12.744
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.358,3,0.3,-14.6388
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0,3.363
Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0,149.76
Standard Class,Consumer,United States,Huntsville,Alabama,35810,South,Office Supplies,Storage,73.36,7,0,19.8072
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,87.08,7,0,24.3824
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,31.744,2,0.2,3.968
Standard Class,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,0.2,84.5982
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Supplies,27.36,4,0,7.3872
Standard Class,Home Office,United States,Fresno,California,93727,West,Furniture,Bookcases,120.666,2,0.15,21.294
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Technology,Accessories,59.97,3,0,14.9925
Standard Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Appliances,76.12,2,0,22.0748
First Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292
Standard Class,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2,0,9.8856
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0,35.8644
Same Day,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,310.688,7,0.2,108.7408
Standard Class,Home Office,United States,San Bernardino,California,92404,West,Office Supplies,Binders,110.528,4,0.2,38.6848
Second Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,27.86,7,0,9.1938
Standard Class,Home Office,United States,Marion,Iowa,52302,Central,Office Supplies,Paper,106.32,3,0,49.9704
Standard Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.944,2,0.2,0.9576
First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2,0,0.1744
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0,11.891
Second Class,Consumer,United States,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0,3.6
Standard Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,302.376,3,0.2,22.6782
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0,241.1046
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Bookcases,387.136,4,0.2,-14.5176
Standard Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,44.784,1,0.2,16.2342
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.7,5,0,41.013
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,60.736,8,0.2,20.4984
Standard Class,Corporate,United States,Longmont,Colorado,80501,West,Technology,Accessories,165.6,3,0.2,-6.21
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3,0,15.4752
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,17.52,3,0,8.2344
Second Class,Consumer,United States,Frisco,Texas,75034,Central,Furniture,Furnishings,30.336,6,0.6,-17.4432
Same Day,Consumer,United States,Plantation,Florida,33317,South,Technology,Accessories,447.944,7,0.2,89.5888
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1454.9,5,0,378.274
Standard Class,Home Office,United States,Sanford,Florida,32771,South,Office Supplies,Binders,4.842,3,0.7,-3.5508
First Class,Consumer,United States,The Colony,Texas,75056,Central,Technology,Phones,67.176,3,0.2,6.7176
First Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Paper,31.104,6,0.2,10.8864
